0,1,2,3,4,5,6,7,8,orgaos,unidade,programas,numero de acoes
20.541.1317.6354,STÍMULO À AGROECOLOGIA E À PRODUÇÃO ORGÂNICA,,,140.000,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,OUTRAS DESPESASCORRENTES,,140.000,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,TESOURO DO ESTADO,140.000,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
PRODUTO:,RANSIÇÃO PARA A AGROECOLOGIA E PRODUÇÃO ORGÂNICA,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
INDICADOR DEPRODUTO:,ÚMERO DE PRODUTORES ASSISTIDOS AO ANO (unidade),,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
META:,0,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
20.846.1317.9001,ONTRIBUIÇÃO DO ESTADO PARA O REGIME DEREVIDÊNCIA DOS SERVIDORES,,,68.970.486,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,PESSOAL E ENCARGOSSOCIAIS,,67.623.727,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,TESOURO DO ESTADO,67.623.727,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,OUTRAS DESPESASCORRENTES,,1.346.759,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,TESOURO DO ESTADO,1.346.759,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
,,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
#116000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES#1,"Valores em R$ 1,00",,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,"Valores em R$ 1,00",,,,,,,,ÓRGÃO:   13000 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,UNIDADE:   13001 - SECRETARIA DE AGRICULTURA E ABASTECIMENTO,PROGRAMA:     1317    AGRO-SP SUSTENTÁVEL,20
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
26.782.0001.1679,SUBSCRIÇÃO DE AÇÕES DA DERSA - DESENVOLVIMENTORODOVIÁRIO S/A,,,20,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,INVERSÕES FINANCEIRAS,,20,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,ESOURO DO ESTADO,20,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
26.784.0001.9014,SUBSCRIÇÃO DE AÇÕES DA COMPANHIA DOCAS DE SÃOSEBASTIÃO,,,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,INVERSÕES FINANCEIRAS,,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,ESOURO DO ESTADO,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0001    PARTICIPAÇÃO SOCIETÁRIA,2
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
26.273.0102.4533,COMPLEMENTAÇÃO DE APOSENTADORIAS E PENSÕES LEI200/74 - DERSA,,,20.971.690,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
,,PESSOAL E ENCARGOSSOCIAIS,,20.971.690,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
,,,ESOURO DO ESTADO,19.999.148,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
,,,INCULADOS ESTADUAIS,972.542,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     0102    OBRIGAÇÕES PREVIDENCIÁRIAS EM COMPLEMENTAÇÃO,1
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
26.781.1601.2585,ESESTATIZAÇÃO DOS AEROPORTOS,,,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,INVESTIMENTOS,,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,ESOURO DO ESTADO,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
PRODUTO:,STUDOS PARA DESESTATIZAÇÃO DOS AEROPORTOS,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
INDICADOR DEPRODUTO:,ERCENTUAL DE CONCLUSÃO DOS ESTUDOS PARA DESESTATIZAÇÃO DOS AEROPORTOS (%),,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
26.784.1601.2589,ESESTATIZAR AS TRAVESSIAS LITORÂNEAS,,,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,INVESTIMENTOS,,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,ESOURO DO ESTADO,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
PRODUTO:,STUDOS PARA DESESTATIZAÇÃO DAS TRAVESSIAS LITORÂNEAS,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
INDICADOR DEPRODUTO:,ERCENTUAL DE CONCLUSÃO DOS ESTUDOS PARA DESESTATIZAÇÃO DAS TRAVESSIAS LITORÂNEAS (%),,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
26.122.1601.6092,ESTÃO ADMINISTRATIVA,,,7.012.396,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,PESSOAL E ENCARGOSSOCIAIS,,4.764.337,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,ESOURO DO ESTADO,4.764.337,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,OUTRAS DESPESASCORRENTES,,2.248.049,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,ESOURO DO ESTADO,2.248.049,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,INVESTIMENTOS,,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,ESOURO DO ESTADO,10,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
26.846.1601.9001,ONTRIBUIÇÃO DO ESTADO PARA O REGIME DEREVIDÊNCIA DOS SERVIDORES,,,2.533.688,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,PESSOAL E ENCARGOSSOCIAIS,,2.504.224,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,ESOURO DO ESTADO,2.504.224,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,OUTRAS DESPESASCORRENTES,,29.464,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,ESOURO DO ESTADO,29.464,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
,,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,UNIDADE:   16001 - ADMINISTRAÇÃO SUPERIOR DA SECRETARIA E SEDE,PROGRAMA:     1601    PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,4
